gizmotronics	gizmotronics+N;SG
tragicizes	tragicize+V;PRS;3;SG
acapulcoites	acapulcoite+N;PL
french polynesian	french polynesian+ADJ
margin	margin+N;SG
pelorism	pelorism+N;SG
smockless	smockless+ADJ
achillea	achillea+N;SG
defeather	defeather+V;NFIN;IMP+SBJV
creminis	cremini+N;PL
cepelinas	cepelinas+N;SG
anticharity	anticharity+ADJ
limnophilid	limnophilid+ADJ
furler	furler+N;SG
ḍamma	ḍamma+N;SG
fidelity	fidelity+N;SG
triazoloquinazoline	triazoloquinazoline+N;SG
othered	other+V;PST
ruggedest	rugged+ADJ;SPRL
self-preservative	self-preservative+ADJ
glandless	glandless+ADJ
sin-free	sin-free+ADJ
souce	souce+N;SG
quashing	quash+V;V.PTCP;PRS
outrooms	outroom+N;PL
mercerised	mercerise+V;V.PTCP;PST
nonprosecutive	nonprosecutive+ADJ
outgeneral	outgeneral+V;NFIN;IMP+SBJV
allomothered	allomother+V;V.PTCP;PST
trans-jordanian	trans-jordanian+ADJ
assegais	assegai+V;PRS;3;SG
timesinks	timesink+N;PL
azotosome	azotosome+N;SG
procalcifying	procalcifying+ADJ
neuroautoimmune	neuroautoimmune+ADJ
two-start	two-start+ADJ
parasynonym	parasynonym+N;SG
countable	wo+N;PL
infernals	infernal+N;PL
dice	dice+V;NFIN;IMP+SBJV
photorefractors	photorefractor+N;PL
fixless	fixless+ADJ
barefooters	barefooter+N;PL
muskiness	muskiness+N;SG
carglumate	carglumate+N;SG
liddens	lidden+N;PL
butterlike	butterlike+ADJ
nonamortizable	nonamortizable+ADJ
egregores	egregore+N;PL
adenylated	adenylate+V;PST
discruciated	discruciate+V;V.PTCP;PST
philippize	philippize+V;NFIN;IMP+SBJV
unlearner	unlearner+N;SG
sissyphobia	sissyphobia+N;SG
yandies	yandy+V;PRS;3;SG
microneuronal	microneuronal+ADJ
ridesharers	ridesharer+N;PL
stubbed	stubbed+ADJ
feller	feller+N;SG
hoky-poky	hoky-poky+ADJ
autodynamics	autodynamics+N;SG
atheroprogression	atheroprogression+N;SG
fpm	fpm+N;SG
phytotomy	phytotomy+N;SG
niacin	niacin+N;SG
utinams	utinam+N;PL
hydrophobe	hydrophobe+N;SG
smatters	smatter+N;PL
semishade	semishade+N;SG
overhear	overhear+V;NFIN;IMP+SBJV
kick-ass	kick-ass+ADJ
nodeset	nodeset+N;SG
arsewipe	arsewipe+N;SG
nonvisibility	nonvisibility+N;SG
videocasts	videocast+V;PRS;3;SG
organomercurial	organomercurial+ADJ
dehospitalizing	dehospitalize+V;V.PTCP;PRS
addulces	addulce+V;PRS;3;SG
caffeoyl	caffeoyl+N;SG
e-version	e-version+N;SG
dugong	dugong+N;SG
oligospermatism	oligospermatism+N;SG
dairymaid	dairymaid+N;SG
embellishment	embellishment+N;SG
phife	phife+N;SG
esquamulose	esquamulose+ADJ
mortrews	mortrew+N;PL
pyxie	pyxie+N;SG
ass-licking	ass-licking+N;SG
dictyostelic	dictyostelic+ADJ
hamigerans	hamigeran+N;PL
rechips	rechip+V;PRS;3;SG
checkboards	checkboard+N;PL
hypermastigotes	hypermastigote+N;PL
deteriorationists	deteriorationist+N;PL
closer	closer+N;SG
fujimycin	fujimycin+N;SG
dissert	dissert+V;NFIN;IMP+SBJV
biexponential	biexponential+N;SG
mufflings	muffling+N;PL
alloarterial	alloarterial+ADJ
creamcakes	creamcake+N;PL
replated	replate+V;PST
badshahs	badshah+N;PL
coyotillo	coyotillo+N;SG
cultureme	cultureme+N;SG
stark	stark+V;NFIN;IMP+SBJV
alethophobia	alethophobia+N;SG
shaheen	shaheen+N;SG
bechained	bechained+ADJ
electroimmunoassays	electroimmunoassay+N;PL
cooer	cooer+N;SG
wertrational	wertrational+ADJ
gaberdine	gaberdine+N;SG
kamila	kamila+N;SG
pork-barrelling	pork-barrelling+N;SG
bloodthirsty	bloodthirsty+ADJ
polyglottology	polyglottology+N;SG
eightvo	eightvo+N;SG
p&amp;p	p&amp;p+ADJ
tocography	tocography+N;SG
hypercholesteremia	hypercholesteremia+N;SG
mutchkin	mutchkin+N;SG
chary	chary+ADJ
subpanel	subpanel+N;SG
chuckleheadedness	chuckleheadedness+N;SG
alliterativeness	alliterativeness+N;SG
demobilised	demobilise+V;V.PTCP;PST
photopigment	photopigment+N;SG
multiangle	multiangle+ADJ
telephoto	telephoto+ADJ
unenchant	unenchant+V;NFIN;IMP+SBJV
overpotted	overpot+V;PST
intratrochanteric	intratrochanteric+ADJ
pluriform	pluriform+ADJ
freestanding	freestanding+ADJ
victimating	victimate+V;V.PTCP;PRS
genetic	genetic+ADJ
kinesiotherapists	kinesiotherapist+N;PL
thwopped	thwop+V;PST
entrainability	entrainability+N;SG
outgnaw	outgnaw+V;NFIN;IMP+SBJV
bluffable	bluffable+ADJ
snare	snare+V;NFIN;IMP+SBJV
scoleciform	scoleciform+ADJ
criterion	criterion+N;SG
clusterbean	clusterbean+N;SG
intrathalamic	intrathalamic+ADJ
crackleware	crackleware+N;SG
prothonotariat	prothonotariat+N;SG
affluential	affluential+ADJ
bickie	bickie+N;SG
oligovalent	oligovalent+ADJ
moyity	moyity+N;SG
uninfringible	uninfringible+ADJ
creatorless	creatorless+ADJ
blanket	blanket+N;SG
preonset	preonset+ADJ
unifoliates	unifoliate+N;PL
transiency	transiency+N;SG
curvette	curvette+N;SG
australasian	australasian+ADJ
overmoderated	overmoderate+V;PST
corvesors	corvesor+N;PL
staylessness	staylessness+N;SG
antilocalisation	antilocalisation+N;SG
brushless	brushless+ADJ
spacefillers	spacefiller+N;PL
loaner	loaner+N;SG
anthaspidellid	anthaspidellid+N;SG
negational	negational+ADJ
epanastrophe	epanastrophe+N;SG
diaminohexane	diaminohexane+N;SG
petcharies	petchary+N;PL
decisional	decisional+ADJ
electropermeabilize	electropermeabilize+V;NFIN;IMP+SBJV
zootheistic	zootheistic+ADJ
unhairer	unhairer+N;SG
asatruism	asatruism+N;SG
branched-chain	branched-chain+ADJ
savannization	savannization+N;SG
drinamyl	drinamyl+N;SG
agatelike	agatelike+ADJ
flapping	flapping+ADJ
brooksides	brookside+N;PL
picometer	picometer+N;SG
mucosubstances	mucosubstance+N;PL
cryophysiology	cryophysiology+N;SG
suncatchers	suncatcher+N;PL
azerbaijanize	azerbaijanize+V;NFIN;IMP+SBJV
casualised	casualise+V;PST
ozymandian	ozymandian+ADJ
crouth	crouth+N;SG
masocore	masocore+N;SG
agrestick	agrestick+ADJ
had	hav+V;PST
looplight	looplight+N;SG
effusin	effusin+N;SG
hyperalaninemia	hyperalaninemia+N;SG
malposing	malpose+V;V.PTCP;PRS
figuline	figuline+N;SG
adductomes	adductome+N;PL
beforemaths	beforemath+N;PL
mitophagosomes	mitophagosome+N;PL
immunodeprived	immunodeprived+ADJ
abmigrate	abmigrate+V;NFIN;IMP+SBJV
boob	boob+V;NFIN;IMP+SBJV
foitite	foitite+N;SG
vicenins	vicenin+N;PL
aquaparks	aquapark+N;PL
revivicated	revivicate+V;PST
godsend	godsend+N;SG
deoxyheptoses	deoxyheptose+N;PL
zouked	zouk+V;V.PTCP;PST
macrocytic	macrocytic+ADJ
penpoints	penpoint+N;PL
ramuliferous	ramuliferous+ADJ
ravagement	ravagement+N;SG
postanginal	postanginal+ADJ
pottiest	potty+ADJ;SPRL
chantwells	chantwell+N;PL
acronymy	acronymy+N;SG
totipotential	totipotential+ADJ
reemitting	reemit+V;V.PTCP;PRS
zionification	zionification+N;SG
bronchoscopical	bronchoscopical+ADJ
autonyms	autonym+N;PL
grannams	grannam+N;PL
vagrating	vagrate+V;V.PTCP;PRS
frankpledges	frankpledge+N;PL
talookdars	talookdar+N;PL
pseudoalteromonads	pseudoalteromonad+N;PL
cardioaortic	cardioaortic+ADJ
marcks	marcks+N;SG
leptorrhine	leptorrhine+ADJ
fordwining	fordwine+V;V.PTCP;PRS
pelvimeter	pelvimeter+N;SG
windroad	windroad+N;SG
moneyocrat	moneyocrat+N;SG
prolateral	prolateral+ADJ
dissuasive	dissuasive+N;SG
bouged	bouge+V;V.PTCP;PST
transclusion	transclusion+N;SG
hounding	hounding+N;SG
diploidisation	diploidisation+N;SG
triga	triga+N;SG
restapled	restaple+V;PST
underdefinition	underdefinition+N;SG
hydroperoxydase	hydroperoxydase+N;SG
belayers	belayer+N;PL
sandish	sandish+ADJ
dirtyings	dirtying+N;PL
subependymoma	subependymoma+N;SG
junkyards	junkyard+N;PL
equestrian	equestrian+ADJ
poloid	poloid+N;SG
pseudoneutrals	pseudoneutral+N;PL
microisolators	microisolator+N;PL
misomania	misomania+N;SG
perigones	perigone+N;PL
nondefective	nondefective+ADJ
biosolarized	biosolarized+ADJ
tew	tew+V;NFIN;IMP+SBJV
hemizygotic	hemizygotic+ADJ
reaccessing	reaccess+V;V.PTCP;PRS
freighter	freighter+N;SG
duykers	duyker+N;PL
alguazil	alguazil+N;SG
toilworn	toilworn+ADJ
outgates	outgate+N;PL
printanier	printanier+ADJ
rebooting	reboot+V;V.PTCP;PRS
toshorn	toshear+V;V.PTCP;PST
conundrum	conundrum+N;SG
beggarweed	beggarweed+N;SG
anisotropism	anisotropism+N;SG
shocking	shocking+ADJ
minimansions	minimansion+N;PL
inkstand	inkstand+N;SG
blackpilling	blackpill+V;V.PTCP;PRS
engrieved	engrieve+V;V.PTCP;PST
capryl	capryl+N;SG
fraping	frape+V;V.PTCP;PRS
bathorse	bathorse+N;SG
moth-hunter	moth-hunter+N;SG
lotharingian	lotharingian+ADJ
mothen	mothen+ADJ
aulacopod	aulacopod+ADJ
oligopeptidase	oligopeptidase+N;SG
tiffed	tiff+V;PST
bleached	bleached+ADJ
vesiculous	vesiculous+ADJ
anticorset	anticorset+ADJ
silktails	silktail+N;PL
neocatastrophism	neocatastrophism+N;SG
flyless	flyless+ADJ
stalagmometer	stalagmometer+N;SG
agraffs	agraff+N;PL
mahogany	mahogany+ADJ
ruinous	ruinous+ADJ
deps	dep+V;PRS;3;SG
blinkerdom	blinkerdom+N;SG
anteaters	anteater+N;PL
ouzo	ouzo+N;SG
instalment	instalment+N;SG
reciliation	reciliation+N;SG
spanwise	spanwise+ADJ
overmantel	overmantel+N;SG
glucoberteroin	glucoberteroin+N;SG
microfilterfuge	microfilterfuge+N;SG
manasic	manasic+ADJ
unswayedness	unswayedness+N;SG
semblant	semblant+ADJ
absciss	absciss+N;SG
homeschools	homeschool+N;PL
papayas	papaya+N;PL
intrasubclass	intrasubclass+ADJ
armchaired	armchaired+ADJ
aquatile	aquatile+ADJ
semenlike	semenlike+ADJ
loganberries	loganberry+N;PL
dray	dray+N;SG
topspinning	topspin+V;V.PTCP;PRS
heresiographies	heresiography+N;PL
rebroadcast	rebroadcast+V;PST
fibering	fibering+N;SG
glottograms	glottogram+N;PL
equilibratory	equilibratory+ADJ
tippytoes	tippytoe+V;PRS;3;SG
evanition	evanition+N;SG
poofter	poofter+N;SG
filmsetting	filmsetting+N;SG
sestertius	sestertius+N;SG
shadowbanning	shadowban+V;V.PTCP;PRS
sideblogs	sideblog+N;PL
biogeoprinting	biogeoprinting+N;SG
sachima	sachima+N;SG
chorioallantoic	chorioallantoic+ADJ
easement	easement+N;SG
resketches	resketch+V;PRS;3;SG
oenotheraceous	oenotheraceous+ADJ
rectoscope	rectoscope+N;SG
tei	tei+N;SG
shallon	shallon+N;SG
guamanian	guamanian+ADJ
nonradar	nonradar+ADJ
temperable	temperable+ADJ
pseudoziphodont	pseudoziphodont+ADJ
nanoregions	nanoregion+N;PL
underproduced	underproduced+ADJ
tabooed	tabooed+ADJ
gigapixel	gigapixel+N;SG
unbitching	unbitch+V;V.PTCP;PRS
nonextensivity	nonextensivity+N;SG
nonionic	nonionic+ADJ
chloranthales	chloranthale+N;PL
endoplasmatic	endoplasmatic+ADJ
copperize	copperize+V;NFIN;IMP+SBJV
coranks	corank+N;PL
whirret	whirret+V;NFIN;IMP+SBJV
thralled	thrall+V;PST
phycobillins	phycobillin+N;PL
monoseme	monoseme+ADJ
cyberpoet	cyberpoet+N;SG
loopings	looping+N;PL
cellarway	cellarway+N;SG
mudlogger	mudlogger+N;SG
diffusers	diffuser+N;PL
nangs	nang+N;PL
drincks	drinck+V;PRS;3;SG
aryballos	aryballo+N;PL
organoperoxide	organoperoxide+N;SG
oligosaccharidosis	oligosaccharidosis+N;SG
unbagged	unbagged+ADJ
lionized	lionize+V;PST
five-way	five-way+N;SG
unvigilant	unvigilant+ADJ
prævaricated	prævaricate+V;V.PTCP;PST
lyxonate	lyxonate+N;SG
microwalking	microwalking+N;SG
towery	towery+ADJ
mycoparasitism	mycoparasitism+N;SG
sauropsids	sauropsid+N;PL
musculation	musculation+N;SG
lamellorthoceratid	lamellorthoceratid+N;SG
corruptresses	corruptress+N;PL
stop	stop+ADJ
pyrheliometer	pyrheliometer+N;SG
roistering	roister+V;V.PTCP;PRS
marcasite	marcasite+N;SG
fulleroid	fulleroid+N;SG
dall.	dall.+N;SG
intersurvey	intersurvey+ADJ
myotubulins	myotubulin+N;PL
recit	recit+N;SG
tinfree	tinfree+ADJ
unsubstantializing	unsubstantialize+V;V.PTCP;PRS
kaplunk	kaplunk+V;NFIN;IMP+SBJV
waycism	waycism+N;SG
heathenry	heathenry+N;SG
postexistent	postexistent+ADJ
cailleach	cailleach+N;SG
ziphiid	ziphiid+N;SG
microperfusers	microperfuser+N;PL
unworldly	unworldly+ADJ
blue-stocking	blue-stocking+N;SG
rubicline	rubicline+N;SG
mouthe	mouthe+N;SG
nondropouts	nondropout+N;PL
polysubstituted	polysubstituted+ADJ
fingerer	fingerer+N;SG
denotate	denotate+V;NFIN;IMP+SBJV
minigenome	minigenome+N;SG
salesfloor	salesfloor+N;SG
stokehold	stokehold+N;SG
atranorin	atranorin+N;SG
kicksled	kicksled+V;NFIN;IMP+SBJV
delivered duty unpaid	delivered duty unpaid+ADJ
minispirals	minispiral+N;PL
1000th	1000th+ADJ
counterdies	counterdie+N;PL
nonexploitative	nonexploitative+ADJ
bijective	bijective+ADJ
consense	consense+N;SG
dementalised	dementalise+V;PST
dimyids	dimyid+N;PL
varitypists	varitypist+N;PL
mutualising	mutualise+V;V.PTCP;PRS
beglamor	beglamor+V;NFIN;IMP+SBJV
glycosyllipid	glycosyllipid+N;SG
active	active+N;SG
tridenchthoniid	tridenchthoniid+N;SG
uncountable	wan+N;PL
calculates	calculate+V;PRS;3;SG
congressed	congress+V;PST
hair-tidy	hair-tidy+N;SG
uncountable	donk+N;PL
carlylesque	carlylesque+ADJ
myriare	myriare+N;SG
flog	flog+N;SG
assorted	assorted+ADJ
vernacularize	vernacularize+V;NFIN;IMP+SBJV
countable	flannel+N;PL
riddles	riddle+N;PL
soapweed	soapweed+N;SG
mechanography	mechanography+N;SG
deleted	delete+V;V.PTCP;PST
shellacked	shellacked+ADJ
adherins	adherin+N;PL
rotovator	rotovator+N;SG
protowords	protoword+N;PL
astel	astel+N;SG
warfaring	warfare+V;V.PTCP;PRS
fuckbuckets	fuckbucket+N;PL
decreasement	decreasement+N;SG
xanthopsydracia	xanthopsydracia+N;SG
misoplegia	misoplegia+N;SG
forelain	forelie+V;V.PTCP;PST
pseudostellarin	pseudostellarin+N;SG
bavettes	bavette+N;PL
stadimeter	stadimeter+N;SG
lebbek	lebbek+N;SG
commuterliners	commuterliner+N;PL
demineralise	demineralise+V;NFIN;IMP+SBJV
fluorohydrides	fluorohydride+N;PL
doglings	dogling+N;PL
paris green	paris green+ADJ
intra-uterine	intra-uterine+ADJ
cobiron	cobiron+N;SG
riffles	riffle+V;PRS;3;SG
incadronate	incadronate+N;SG
backcast	backcast+V;NFIN;IMP+SBJV
rightifies	rightify+V;PRS;3;SG
uncomplainingness	uncomplainingness+N;SG
revirtualized	revirtualize+V;V.PTCP;PST
complication	complication+N;SG
millocrats	millocrat+N;PL
candroy	candroy+N;SG
nonrepudiable	nonrepudiable+ADJ
sellieras	selliera+N;PL
immunodecorated	immunodecorate+V;V.PTCP;PST
nose-pick	nose-pick+V;NFIN;IMP+SBJV
antiyellowing	antiyellowing+ADJ
overpulse	overpulse+N;SG
barberiite	barberiite+N;SG
minivector	minivector+N;SG
creeds	creed+N;PL
igniferous	igniferous+ADJ
megalosauroid	megalosauroid+ADJ
chicked	chick+V;V.PTCP;PST
merchandized	merchandize+V;PST
towfish	towfish+N;SG
archicontinents	archicontinent+N;PL
pumiloside	pumiloside+N;SG
mutually intelligible	mutually intelligible+ADJ
deanimalised	deanimalise+V;V.PTCP;PST
pallesthesia	pallesthesia+N;SG
ultraliberals	ultraliberal+N;PL
blacktop	blacktop+N;SG
gaslessness	gaslessness+N;SG
micropartition	micropartition+N;SG
conformant	conformant+ADJ
megacentre	megacentre+N;SG
haematopoetic	haematopoetic+ADJ
hoedown	hoedown+N;SG
neonates	neonate+N;PL
mizmars	mizmar+N;PL
omnipotent	omnipotent+N;SG
pericolic	pericolic+ADJ
proxenies	proxeny+N;PL
antisymmetrizations	antisymmetrization+N;PL
detrusion	detrusion+N;SG
milken	milken+ADJ
crosspollinates	crosspollinate+V;PRS;3;SG
tortion	tortion+N;SG
sinfull	sinfull+ADJ
extralimitary	extralimitary+ADJ
worthynesse	worthynesse+N;SG
multihit	multihit+N;SG
dichroistic	dichroistic+ADJ
countable	prang+N;PL
plashes	plash+N;PL
primeur	primeur+N;SG
wristful	wristful+N;SG
knuckleheadedness	knuckleheadedness+N;SG
rolling in clover	rolling in clover+ADJ
piricyclamide	piricyclamide+N;SG
bicyclam	bicyclam+N;SG
crestie	crestie+N;SG
exaggerating	exaggerate+V;V.PTCP;PRS
resentence	resentence+V;NFIN;IMP+SBJV
magicked	magic+V;V.PTCP;PST
hewn	hewn+ADJ
reeducative	reeducative+ADJ
nonsuperstars	nonsuperstar+N;PL
corver	corver+N;SG
wenchless	wenchless+ADJ
myofibromas	myofibroma+N;PL
mechanists	mechanist+N;PL
podotrochlosis	podotrochlosis+N;SG
erythrite	erythrite+N;SG
biodetoxifiers	biodetoxifier+N;PL
finalizer	finalizer+N;SG
shelf-stable	shelf-stable+ADJ
multirotational	multirotational+ADJ
longerons	longeron+N;PL
condolence	condolence+N;SG
cross-grainedness	cross-grainedness+N;SG
skips	skip+N;PL
acromioplasty	acromioplasty+N;SG
miseducated	miseducate+V;V.PTCP;PST
platygastrids	platygastrid+N;PL
pseudolinearity	pseudolinearity+N;SG
desirelessness	desirelessness+N;SG
cablecasting	cablecast+V;V.PTCP;PRS
urchins	urchin+N;PL
finishes	finish+V;PRS;3;SG
castellate	castellate+N;SG
antipestilential	antipestilential+ADJ
pancreatitic	pancreatitic+ADJ
forslugged	forslug+V;PST
jushed	jush+V;V.PTCP;PST
lacrimomimetics	lacrimomimetic+N;PL
enstyle	enstyle+V;NFIN;IMP+SBJV
dimethylacetals	dimethylacetal+N;PL
audiotext	audiotext+N;SG
starly	starly+ADJ
outsuaves	outsuave+V;PRS;3;SG
gyradius	gyradius+N;SG
dermethmoid	dermethmoid+ADJ
automatised	roboticise+V;V.PTCP;PST
orthonormalised	orthonormalised+ADJ
scapulary	scapulary+ADJ
diadinoxanthin	diadinoxanthin+N;SG
henhearted	henhearted+ADJ
consensuality	consensuality+N;SG
organellar	organellar+ADJ
cyclobutaphane	cyclobutaphane+N;SG
epigones	epigone+N;PL
megakaryopoiesis	megakaryopoiesis+N;SG
sextagenarian	sextagenarian+N;SG
noshoring	noshoring+N;SG
deracialized	deracialize+V;PST
wheeples	wheeple+V;PRS;3;SG
loath	loath+V;NFIN;IMP+SBJV
occludin	occludin+N;SG
succedane	succedane+N;SG
anhydroleucovorin	anhydroleucovorin+N;SG
whines	whine+V;PRS;3;SG
oinking	oink+V;V.PTCP;PRS
butanediol	butanediol+N;SG
attalid	attalid+N;SG
apratastat	apratastat+N;SG
gelotophobics	gelotophobic+N;PL
unpleasive	unpleasive+ADJ
sumtotal	sumtotal+N;SG
neotissue	neotissue+N;SG
hedonists	hedonist+N;PL
misplaced	misplace+V;PST
victimizers	victimizer+N;PL
exiting	exiting+N;SG
boundless	boundless+ADJ
hornworts	hornwort+N;PL
ghillie	ghillie+N;SG
methanobactin	methanobactin+N;SG
symphonygoer	symphonygoer+N;SG
ste	ste+N;SG
objectification	objectification+N;SG
bonkbusters	bonkbuster+N;PL
gilled	gill+V;PST
lobularizations	lobularization+N;PL
interiorscapes	interiorscape+N;PL
snowruts	snowrut+N;PL
uncountable	croker+N;PL
cantonize	cantonize+V;NFIN;IMP+SBJV
requarantining	requarantine+V;V.PTCP;PRS
walkaway	walkaway+N;SG
wondring	wondre+V;V.PTCP;PRS
whanket	whanket+N;SG
theatricised	theatricise+V;V.PTCP;PST
aestivoautumnal	aestivoautumnal+ADJ
catiomers	catiomer+N;PL
platyrostral	platyrostral+ADJ
actinoporin	actinoporin+N;SG
purfled	purfle+V;V.PTCP;PST
morphocytological	morphocytological+ADJ
totients	totient+N;PL
pila	pila+N;SG
precipitinogens	precipitinogen+N;PL
paletot	paletot+N;SG
no-scope	no-scope+N;SG
ribbonry	ribbonry+N;SG
straphung	straphang+V;PST
headprints	headprint+N;PL
utteress	utteress+N;SG
pergids	pergid+N;PL
radiosynthesizing	radiosynthesize+V;V.PTCP;PRS
zubuneri	zubuneri+N;SG
introflexed	introflexed+ADJ
actinorhodin	actinorhodin+N;SG
ethered	ether+V;PST
magis.	magis.+N;SG
hahniids	hahniid+N;PL
absorbant	absorbant+N;SG
achronic	achronic+ADJ
devkits	devkit+N;PL
gyrinocheilid	gyrinocheilid+N;SG
yuppity	yuppity+ADJ
megacryometeor	megacryometeor+N;SG
haematinic	haematinic+ADJ
zamouses	zamouse+N;PL
quatre	quatre+N;SG
diamante	diamante+ADJ
bronchotome	bronchotome+N;SG
concertised	concertise+V;V.PTCP;PST
vernalisation	vernalisation+N;SG
flangeable	flangeable+ADJ
sebaceous	sebaceous+ADJ
unknotted	unknot+V;PST
turncocks	turncock+N;PL
endoplastic	endoplastic+ADJ
seducer	seducer+N;SG
difluorocarbenes	difluorocarbene+N;PL
heterotetrametric	heterotetrametric+ADJ
unliberal	unliberal+ADJ
pengornithids	pengornithid+N;PL
waterside	waterside+N;SG
saifs	saif+N;PL
grandpaternity	grandpaternity+N;SG
hyperplanar	hyperplanar+ADJ
conceptionism	conceptionism+N;SG
noncategorical	noncategorical+ADJ
stringizing	stringize+V;V.PTCP;PRS
pseudodiphtheria	pseudodiphtheria+N;SG
altering	alter+V;V.PTCP;PRS
taphonomy	taphonomy+N;SG
trichomycterid	trichomycterid+N;SG
novelises	novelise+V;PRS;3;SG
papadum	papadum+N;SG
liverloaf	liverloaf+N;SG
paschaltime	paschaltime+N;SG
bursa	bursa+N;SG
microvacuoles	microvacuole+N;PL
rupophobia	rupophobia+N;SG
subjet	subjet+N;SG
nonelect	nonelect+N;SG
congenerical	congenerical+ADJ
nautiliniellids	nautiliniellid+N;PL
ateleopodid	ateleopodid+N;SG
visite	visite+N;SG
atomaniac	atomaniac+N;SG
unsimulated	unsimulated+ADJ
schnapper	schnapper+N;SG
wax-resist	wax-resist+N;SG
oligoprobes	oligoprobe+N;PL
unblacklisted	unblacklisted+ADJ
cofreeness	cofreeness+N;SG
pre-tour	pre-tour+ADJ
plov	plov+N;SG
chartered	charter+V;PST
articles	article+V;PRS;3;SG
sabba-day	sabba-day+N;SG
lexiconized	lexiconize+V;V.PTCP;PST
dinosauroid	dinosauroid+N;SG
gasped	gasp+V;V.PTCP;PST
tg	tg+ADJ
scintiscanned	scintiscan+V;V.PTCP;PST
$deity	$deity+N;SG
mutteration	mutteration+N;SG
chummage	chummage+N;SG
abolitionises	abolitionise+V;PRS;3;SG
orchidectomists	orchidectomist+N;PL
scalpriform	scalpriform+ADJ
nuanced	nuance+V;V.PTCP;PST
unmunitioned	unmunitioned+ADJ
inceptives	inceptive+N;PL
byrl	byrl+V;NFIN;IMP+SBJV
pmsi	pmsi+N;SG
soler	soler+N;SG
sulkiest	sulky+ADJ;SPRL
backslides	backslide+N;PL
notopods	notopod+N;PL
neurocrine	neurocrine+ADJ
salient	salient+N;SG
filtercubes	filtercube+N;PL
carbasugar	carbasugar+N;SG
nonsensified	nonsensify+V;V.PTCP;PST
argle-bargle	argle-bargle+N;SG
unconsumable	unconsumable+ADJ
lenticula	lenticula+N;SG
palaeobiogeographers	palaeobiogeographer+N;PL
hilch	hilch+V;NFIN;IMP+SBJV
ondatra	ondatra+N;SG
picloxydine	picloxydine+N;SG
hornowl	hornowl+N;SG
repeats	repeat+N;PL
abukumalite	abukumalite+N;SG
stealers	stealer+N;PL
arber	arber+N;SG
citronwood	citronwood+N;SG
micropatterned	micropattern+V;PST
collors	collor+N;PL
diploidizes	diploidize+V;PRS;3;SG
ammonitellas	ammonitella+N;PL
criteriological	criteriological+ADJ
authorityless	authorityless+ADJ
overleaps	overleap+V;PRS;3;SG
rootzone	rootzone+N;SG
sobful	sobful+ADJ
reeked	reek+V;PST
groggers	grogger+N;PL
impoons	impoon+N;PL
homolyze	homolyze+V;NFIN;IMP+SBJV
abhang	abhang+N;SG
clitorectomized	clitorectomized+ADJ
scranched	scranch+V;PST
gibbon	gibbon+N;SG
preorgastic	preorgastic+ADJ
half-term	half-term+ADJ
theorem	theorem+N;SG
loomings	looming+N;PL
subsets	subset+N;PL
nondreamers	nondreamer+N;PL
untransmigrated	untransmigrated+ADJ
hyperkalaemia	hyperkalaemia+N;SG
overplanned	overplan+V;PST
continuings	continuing+N;PL
wimping	wimp+V;V.PTCP;PRS
fifty-fifty	fifty-fifty+N;SG
neatherds	neatherd+N;PL
depackaging	depackage+V;V.PTCP;PRS
wotd	wotd+N;SG
tetrabutyl	tetrabutyl+N;SG
monoexponentials	monoexponential+N;PL
schmoosed	schmoose+V;PST
plasmoid	plasmoid+N;SG
deneddylating	deneddylate+V;V.PTCP;PRS
chassised	chassised+ADJ
fuel	fuel+N;SG
meatotomy	meatotomy+N;SG
parasitaemia	parasitaemia+N;SG
longitarsal	longitarsal+ADJ
bandom	bandom+N;SG
pinko-grey	pinko-grey+ADJ
ectocranial	ectocranial+ADJ
whore	whore+N;SG
busheled	bushel+V;PST
conoidic	conoidic+ADJ
outfalls	outfall+V;PRS;3;SG
polymerization	polymerization+N;SG
macrohairs	macrohair+N;PL
morcellated	morcellate+V;PST
salmonine	salmonine+N;SG
glossatrix	glossatrix+N;SG
down to the wire	down to the wire+ADJ
nicca	nicca+N;SG
full-bound	full-bound+ADJ
eigenvariety	eigenvariety+N;SG
ecomigrants	ecomigrant+N;PL
selenoenzymes	selenoenzyme+N;PL
trickles	trickle+N;PL
ichkerian	ichkerian+ADJ
nubbier	nubby+ADJ;CMPR
bogging	bogging+ADJ
e-assessment	e-assessment+N;SG
buccan	buccan+N;SG
velveret	velveret+N;SG
